SNF2.1	SNF2.10	SNF2.11	SNF2.12	SNF2.13	SNF2.14	SNF2.15	SNF2.16	SNF2.17	SNF2.18	SNF2.19	SNF2.2	SNF2.20	SNF2.21	SNF2.22	SNF2.23	SNF2.24	SNF2.25	SNF2.26	SNF2.27	SNF2.28	SNF2.29	SNF2.3	SNF2.30	SNF2.31	SNF2.32	SNF2.33	SNF2.34	SNF2.35	SNF2.36	SNF2.37	SNF2.38	SNF2.39	SNF2.4	SNF2.40	SNF2.41	SNF2.42	SNF2.43	SNF2.44	SNF2.45	SNF2.46	SNF2.47	SNF2.48	SNF2.5	SNF2.6	SNF2.7	SNF2.8	SNF2.9	WT.1	WT.10	WT.11	WT.12	WT.13	WT.14	WT.15	WT.16	WT.17	WT.18	WT.19	WT.2	WT.20	WT.21	WT.22	WT.23	WT.24	WT.25	WT.26	WT.27	WT.28	WT.29	WT.3	WT.30	WT.31	WT.32	WT.33	WT.34	WT.35	WT.36	WT.37	WT.38	WT.39	WT.4	WT.40	WT.41	WT.42	WT.43	WT.44	WT.45	WT.46	WT.47	WT.48	WT.5	WT.6	WT.7	WT.8	WT.9
YKR054C	483	538	510	360	381	525	412	459	579	459	348	459	425	607	360	458	758	330	510	381	447	465	528	373	306	493	616	413	392	465	446	438	757	566	430	532	361	467	501	466	564	490	428	340	369	720	383	598	201	453	221	340	419	366	273	173	339	354	341	358	222	315	505	388	354	388	403	434	413	373	266	466	412	234	367	270	364	292	364	208	285	408	492	441	320	247	263	502	243	520	315	345	775	413	330	369
YKR055W	156	90	126	93	163	151	87	148	126	134	128	150	115	121	105	117	205	109	143	121	107	147	121	110	117	155	188	126	126	98	144	129	215	170	127	166	107	132	143	116	136	160	106	100	180	186	118	140	51	64	47	70	94	75	54	41	61	78	86	78	38	106	119	65	79	121	84	91	95	76	66	106	88	53	66	30	66	39	56	43	51	82	120	82	65	61	46	107	58	110	66	75	134	74	69	84
YKR056W	191	159	155	137	256	188	114	221	160	178	122	119	164	170	121	146	225	113	149	140	115	128	114	145	121	173	273	172	126	119	186	121	250	205	155	166	108	136	178	130	171	199	173	91	449	235	131	170	91	242	89	194	267	157	117	176	125	191	154	247	84	286	484	226	268	447	165	274	395	264	141	206	260	94	291	179	183	221	128	77	158	160	224	313	159	109	84	342	101	313	142	263	505	233	177	177
YKR057W	3962	4199	4604	2997	431	3843	4800	3215	4604	3482	2967	3302	4069	3992	3058	2671	6659	5224	3977	3056	3360	2847	3528	3074	4201	3968	5144	3908	1226	4927	3376	3876	5983	3827	3178	4554	3237	4209	3138	3689	3838	3687	3380	3084	254	4324	3980	3995	3199	4053	4213	4343	4621	3989	3395	3382	1626	3661	4713	3841	3023	410	1699	3973	3725	773	4001	5338	818	4275	2609	4644	4636	3296	5299	6504	2666	5576	5044	3785	3948	4948	4683	4991	3029	2653	5241	7469	2503	6293	3417	4333	6676	4394	4951	5034
YKR058W	610	392	538	483	929	601	381	606	521	510	328	494	531	501	386	412	712	368	655	368	481	502	484	409	353	554	682	411	481	353	475	368	836	694	518	607	387	553	626	394	521	523	379	342	895	825	423	530	751	648	623	650	853	1466	945	368	1295	943	1189	649	781	1989	1247	683	538	1056	1026	720	1150	545	745	1744	646	902	615	661	627	470	794	827	646	1443	1654	755	862	1100	803	851	632	927	1147	582	1240	726	953	744
YKR059W	4583	3496	4731	3582	5325	4513	3622	4401	4492	3833	3293	3871	4295	4103	2922	3211	6172	3421	4187	2997	3229	3067	3656	3446	3320	3829	5363	4436	2987	3770	3679	3784	6869	5060	3711	4192	2909	3784	3705	3447	4010	3810	3030	2880	10068	5071	3847	4831	2814	4217	3034	4790	5013	4341	3946	3282	3339	4004	4340	4311	2901	7334	6869	4269	4786	7016	4690	5460	6072	4633	3087	4528	4651	3012	5862	4004	3724	3826	5210	3257	4377	4763	5577	6002	3811	2834	3682	6638	2725	6720	3852	4546	8079	5252	5134	4436
YKR060W	56	52	54	49	62	57	35	63	67	57	43	37	54	57	28	44	73	32	56	37	44	52	45	51	37	48	74	50	48	26	60	42	80	70	48	52	39	59	57	46	68	49	35	37	103	76	39	63	24	108	33	71	114	72	46	50	54	71	56	95	33	137	175	101	143	167	71	115	162	102	57	75	106	31	117	76	74	106	52	30	60	63	98	108	65	47	37	106	45	124	57	115	172	85	60	80
YKR061W	203	102	168	131	171	137	113	166	185	142	99	129	133	125	117	119	244	114	152	95	135	171	116	121	111	181	187	120	159	134	112	125	205	162	146	144	98	173	194	113	126	145	147	110	160	189	109	203	107	147	124	179	200	218	142	100	235	170	221	176	123	204	328	169	167	278	161	203	276	171	151	204	199	125	201	171	127	198	180	137	130	257	258	225	168	150	150	191	114	230	203	169	344	157	193	166
YKR062W	505	478	476	399	355	514	344	489	554	465	347	484	434	595	384	453	844	312	474	352	429	440	504	388	304	518	666	456	370	381	423	389	814	655	463	452	393	519	493	415	536	442	425	356	320	698	337	548	229	308	174	265	350	387	272	180	325	323	329	304	201	252	438	320	271	297	329	320	314	250	274	473	334	239	307	328	240	249	227	173	226	353	486	355	280	299	232	358	210	406	323	272	556	287	350	271
YKR063C	223	203	190	187	287	249	129	238	201	204	134	197	172	251	157	215	321	98	204	193	144	205	194	184	123	234	300	204	217	157	223	168	320	256	183	186	154	235	209	206	247	197	215	128	234	303	148	257	94	192	74	180	208	166	109	80	152	169	142	173	65	178	339	190	166	252	145	235	272	172	117	184	186	79	195	146	144	146	140	89	126	161	190	216	139	107	85	242	89	230	136	166	379	177	132	125
YKR064W	251	226	215	177	359	280	151	246	222	230	182	210	179	240	178	229	344	140	246	193	179	199	204	188	139	239	344	196	181	133	250	179	351	277	180	202	164	252	239	178	269	261	190	149	506	341	182	259	100	213	98	145	237	195	159	87	193	155	149	195	104	305	344	192	202	332	162	218	314	160	136	238	193	103	228	130	191	145	116	87	121	184	243	210	161	129	96	233	133	262	163	194	424	179	131	143
YKR065C	553	332	515	387	320	408	457	428	549	391	384	472	500	407	358	359	620	392	538	342	432	379	374	360	377	517	596	468	302	478	374	454	818	527	428	543	365	545	457	436	419	491	437	415	512	655	425	574	259	318	387	386	378	539	363	251	322	318	460	421	324	472	367	327	363	427	436	421	390	394	346	580	390	326	420	440	264	347	532	315	317	494	661	427	376	349	358	448	268	548	413	357	628	403	485	438
YKR066C	1781	1157	1370	1137	1407	1517	1369	1182	1407	1431	1303	1511	1447	1336	1078	1085	2180	1451	1740	891	1207	1277	1456	961	1331	1643	1682	1111	1063	1301	1115	1070	2540	1759	1264	1819	1105	1468	1419	1012	1183	1401	1099	1125	1782	2093	1370	1240	900	1029	942	838	1134	1475	998	744	1069	952	1344	926	923	1129	1335	909	727	1126	1165	1133	1186	906	877	1642	1133	774	1041	966	772	866	1385	1019	775	1340	1696	1059	901	947	1180	1370	825	1368	1016	845	1588	1076	1460	1320
YKR067W	1142	520	629	698	834	1006	438	779	695	850	663	717	731	726	469	693	1033	424	886	370	535	674	665	641	436	769	983	712	608	440	698	481	1360	1146	732	761	484	735	925	480	622	792	475	529	587	1375	617	651	425	556	377	432	578	886	583	294	680	553	593	521	416	603	839	467	439	520	676	555	570	451	553	965	512	393	458	430	545	318	490	390	369	737	924	562	525	520	363	553	514	685	559	431	908	481	563	571
YKR068C	438	300	418	329	274	414	315	463	472	350	300	360	328	445	330	337	525	260	465	250	325	399	363	354	277	436	582	413	324	321	379	322	636	459	325	441	264	411	425	370	391	462	422	331	243	617	311	449	157	276	162	263	276	351	215	160	247	252	246	279	165	184	371	250	255	290	253	298	301	257	249	371	268	175	310	395	239	267	202	168	193	314	347	293	196	216	163	339	204	382	248	261	538	237	208	276
YKR069W	474	350	345	287	280	439	318	365	423	376	337	337	323	423	256	330	585	331	412	278	293	352	383	276	315	363	484	352	274	335	385	290	634	430	359	418	269	358	379	294	394	372	340	314	314	540	321	330	144	124	120	128	161	204	132	80	161	121	156	165	109	111	185	146	139	127	147	169	146	149	109	403	148	121	170	146	114	151	154	112	108	174	213	168	123	175	128	189	115	205	161	131	273	180	160	130
YKR070W	564	460	534	432	251	475	495	456	592	463	335	506	487	494	337	397	757	468	549	349	422	412	495	357	397	463	533	396	255	458	434	464	802	628	407	540	388	491	418	392	434	429	355	383	223	604	472	555	266	317	323	302	337	424	364	193	288	311	385	312	260	172	322	292	289	241	459	340	249	287	277	445	315	317	378	467	241	319	398	322	264	469	509	370	274	297	347	446	238	473	344	268	466	323	413	362
YKR071C	865	571	687	649	783	782	489	766	695	650	604	643	637	798	513	591	998	545	804	498	586	643	690	618	522	763	1057	733	616	555	690	500	1224	905	676	753	523	685	710	614	677	792	582	534	720	1114	573	676	256	529	306	480	577	569	347	271	466	449	405	517	329	472	893	439	536	611	486	552	623	439	353	768	468	345	582	451	446	418	398	366	367	542	672	571	415	374	335	605	298	723	462	489	957	471	486	456
YKR072C	887	783	990	637	1311	964	767	955	978	830	550	805	1025	986	531	703	1261	1075	910	652	777	734	943	683	707	821	1183	769	785	947	831	835	1371	1062	853	1033	743	910	845	699	868	776	648	625	2064	1279	680	877	753	732	686	704	829	972	785	479	905	829	940	706	615	1621	1204	735	658	1340	1019	967	1151	731	544	1355	862	670	797	664	660	681	990	741	768	952	1348	866	750	659	977	1168	491	1118	835	693	1479	754	1055	778
YKR074W	468	348	435	335	542	380	342	456	511	329	284	412	359	385	314	320	606	261	417	284	333	391	365	342	238	457	467	439	401	333	327	363	647	548	362	417	283	405	424	377	386	438	383	312	961	518	315	521	164	293	196	282	291	390	271	167	359	274	318	302	209	604	530	266	337	514	311	335	436	352	259	452	267	273	344	383	241	341	282	211	258	461	456	360	277	320	187	333	226	395	356	303	534	281	261	307
YKR075C	5284	1666	3375	3311	7088	3890	3102	4779	3958	3882	3069	3476	4245	2902	2479	3011	3320	3983	4913	1844	3208	3756	2851	3098	3384	3967	5209	3264	3307	2656	3578	2872	6525	5068	3843	5438	2484	3618	4962	2787	2611	4419	2234	2590	10246	5952	4005	3305	1267	2638	1900	2521	2858	2609	1758	1618	2530	2304	2476	3226	1435	5011	5475	2397	2335	5361	2267	2980	4665	2925	2047	2220	2483	1534	3149	1111	2362	1807	2843	1753	1771	2924	3061	3082	1918	1616	1699	3660	1518	3807	2283	2805	4316	1851	2632	2736
YKR076W	725	365	572	448	650	587	480	553	720	539	527	557	575	507	405	427	751	525	735	337	487	528	520	408	473	605	624	477	514	454	461	446	833	710	480	726	423	562	646	492	530	573	440	446	780	868	515	575	173	149	185	131	138	343	201	81	255	167	260	132	181	284	225	157	100	161	176	159	147	132	190	395	112	209	169	156	109	118	184	200	125	281	356	121	167	227	176	188	136	206	237	136	225	124	246	174
YKR077W	252	141	225	178	525	213	170	252	281	199	197	212	169	187	161	179	251	160	238	132	193	224	171	179	157	256	293	267	293	164	219	186	438	320	246	211	162	250	247	178	182	268	209	174	699	384	163	205	66	76	64	94	93	124	87	46	124	88	95	84	79	275	256	76	101	257	91	83	208	78	96	161	84	76	79	57	73	56	93	72	78	129	138	100	92	83	79	111	51	108	97	99	163	81	58	67
YKR078W	261	193	218	174	498	242	164	286	238	230	152	175	188	239	176	218	325	171	278	161	179	232	202	184	149	243	356	235	213	168	229	170	409	297	242	197	174	228	269	179	259	297	223	147	656	344	156	239	105	189	98	120	197	206	90	101	166	180	142	173	93	407	356	166	161	310	182	213	326	166	143	239	152	100	166	130	151	118	121	80	128	182	221	203	156	151	76	182	105	247	133	183	366	150	121	147
YKR079C	191	153	143	139	139	227	84	220	161	192	113	140	177	211	134	163	265	95	145	144	117	137	125	165	113	162	273	165	139	109	212	135	258	176	123	141	85	140	205	145	176	200	148	108	206	203	137	193	92	286	102	260	295	197	141	149	125	252	158	280	95	207	403	311	260	280	218	304	298	281	168	237	302	87	300	197	253	226	179	86	182	207	216	367	199	99	116	362	119	345	146	278	545	229	196	180
YKR080W	244	227	280	160	78	254	251	195	312	244	163	275	208	292	192	274	473	190	259	179	243	240	393	185	160	323	256	269	154	270	195	248	437	289	249	198	276	312	241	318	323	224	261	267	66	322	184	272	1463	558	538	523	779	2396	1555	403	1434	992	2129	585	1618	512	506	619	821	332	1018	636	429	597	692	4019	820	1864	525	1112	521	493	601	1686	873	2348	2034	603	808	2304	1412	974	617	878	1731	690	1243	972	640	785
YKR081C	362	482	431	381	349	452	250	516	352	404	253	318	456	477	284	337	573	337	374	337	294	266	314	406	260	373	759	490	351	361	463	349	731	465	386	373	281	383	446	377	439	477	389	232	321	502	331	483	203	530	288	526	698	374	323	386	323	459	369	553	244	314	1064	547	688	744	461	728	778	567	310	343	619	209	702	551	446	717	459	222	431	412	489	796	417	192	255	917	226	846	303	698	1206	515	425	495
YKR082W	316	322	290	236	320	338	184	312	287	320	195	276	227	362	223	294	464	137	274	264	245	244	261	237	153	296	461	319	244	222	343	241	481	344	262	252	204	263	308	251	367	342	266	225	287	438	214	340	153	374	139	265	373	295	203	156	228	326	220	345	131	358	625	334	329	480	287	369	457	314	230	347	357	140	321	226	314	259	216	143	207	281	342	402	241	189	162	392	176	452	227	278	672	337	248	235
YKR083C	157	163	161	130	334	157	128	191	182	140	129	129	135	172	117	161	232	138	177	93	131	147	150	129	131	155	222	175	192	124	154	153	276	224	143	166	115	186	176	149	135	159	160	116	643	236	134	156	72	95	70	124	112	137	108	74	127	101	124	118	72	298	270	100	123	338	120	125	290	130	92	140	109	89	111	130	102	153	64	64	89	158	137	101	107	98	70	158	49	135	97	123	200	93	91	95
YKR084C	663	639	657	493	419	689	449	589	643	583	480	594	567	679	435	543	1020	490	605	457	446	516	570	456	451	613	833	618	435	535	530	522	1029	738	531	616	511	650	527	504	645	546	504	430	422	883	459	692	336	430	267	401	485	532	405	247	409	378	465	445	352	321	528	396	411	417	487	523	414	409	337	727	549	302	474	394	367	364	425	310	369	498	668	500	388	347	355	603	331	596	440	364	817	510	474	439
YKR085C	261	183	277	209	274	237	281	304	288	207	193	240	260	223	207	144	271	243	298	174	210	248	181	215	233	227	301	262	219	217	198	195	365	267	214	302	166	244	256	227	192	255	228	214	300	281	248	257	188	263	273	248	259	315	243	211	241	224	304	259	210	358	390	246	291	369	307	304	390	302	203	323	268	237	356	335	186	332	371	270	245	305	363	341	247	180	238	376	193	361	263	291	442	258	299	275
YKR086W	274	223	262	199	382	292	171	310	241	243	167	213	241	308	224	234	356	163	277	182	223	211	206	229	170	269	336	269	213	195	265	223	405	292	240	243	200	213	299	207	233	260	208	153	403	316	179	327	118	257	125	248	274	222	153	144	212	249	179	253	127	315	489	265	289	487	226	311	422	238	160	229	256	144	313	150	213	183	208	120	194	232	240	296	189	122	118	363	138	358	170	269	521	230	202	200
YKR087C	335	207	269	248	331	285	188	271	259	259	221	219	220	252	201	226	341	178	292	149	202	211	259	189	176	250	375	258	231	192	245	220	424	291	256	259	187	241	300	181	258	286	215	192	481	365	216	299	94	171	113	168	188	190	130	103	158	168	154	176	100	238	307	176	195	269	177	233	237	180	162	227	195	107	186	215	138	211	157	96	116	209	230	191	148	162	124	186	126	237	158	184	367	177	172	164
YKR088C	551	320	582	463	443	443	376	472	626	381	368	461	473	455	402	442	660	352	530	333	452	518	414	388	313	560	584	468	299	477	431	444	792	592	477	523	350	514	520	468	485	518	426	410	447	658	430	570	203	332	314	336	401	428	358	228	301	336	408	392	227	425	430	310	346	336	392	370	290	372	306	521	379	296	389	332	314	336	336	212	292	483	509	414	331	336	288	424	247	507	351	342	628	356	361	344
YKR089C	1547	937	1204	1079	1807	1491	873	1285	1171	1328	977	1283	1346	1278	816	1085	1710	1022	1481	823	969	1131	1127	1051	931	1219	1779	1249	1058	970	1241	1001	2295	1697	1328	1284	941	1183	1440	940	1241	1287	981	894	2216	2201	993	1294	668	959	651	813	1061	1114	767	436	913	975	877	841	607	1248	1463	871	724	1284	1042	1064	1203	744	717	1277	979	622	841	540	825	495	914	620	696	982	1395	1022	830	670	653	1144	638	1173	816	764	1732	855	983	839
YKR090W	571	404	494	377	708	532	428	487	529	482	444	452	509	511	333	390	697	430	588	361	423	474	464	385	410	512	599	469	434	441	472	427	915	623	503	539	431	528	516	423	484	484	340	366	887	739	396	507	230	318	242	303	376	399	281	238	399	317	342	319	251	532	619	316	316	584	349	382	580	327	306	451	370	278	342	227	270	242	376	263	261	459	519	405	279	264	273	447	222	513	344	334	587	372	395	367
YKR091W	651	268	493	426	787	485	516	633	665	466	412	473	538	415	384	352	493	549	665	268	500	518	378	393	478	585	625	391	464	425	482	361	765	585	438	730	343	555	672	495	365	662	359	378	1414	670	531	482	409	550	765	587	686	922	563	419	873	655	807	681	605	1875	1257	484	612	1173	800	617	1241	653	713	790	571	610	721	851	448	621	978	649	413	977	997	689	671	635	538	726	587	905	805	601	985	534	861	744
YKR092C	329	382	385	237	295	366	246	390	358	318	227	302	306	468	294	395	617	183	262	354	314	260	328	312	237	349	551	371	291	323	367	341	625	347	294	308	247	318	351	368	458	355	332	212	263	417	281	494	192	481	180	439	508	331	252	299	314	364	376	416	187	325	758	480	524	584	347	622	583	521	239	429	487	203	599	147	433	291	456	187	401	378	479	622	361	229	224	739	223	757	347	483	1015	544	404	376
YKR093W	258	194	238	202	270	338	157	240	214	224	191	233	218	254	160	219	380	171	252	160	161	228	238	185	185	236	355	220	157	192	283	232	420	316	221	249	173	273	266	185	207	246	182	161	308	412	177	219	177	290	173	243	286	310	233	122	202	264	224	243	197	324	407	280	216	291	257	314	314	230	217	535	257	186	249	203	264	167	259	180	204	323	348	337	217	211	176	370	162	374	223	215	538	267	272	189
YKR094C	5425	4193	5869	4195	1995	4798	4705	5390	5953	4143	3869	4302	4822	4771	3796	3768	7196	4182	5161	3524	4252	4340	4087	4109	4206	4872	6018	5294	3276	4441	3975	4934	7867	5712	4590	5142	3434	5108	4653	4718	4707	4970	4056	3601	1329	5762	4728	6009	2798	4328	3679	5471	5267	5151	4540	3488	3663	3995	5413	5084	3270	1882	5295	4360	5528	3114	5090	5532	2838	5156	3669	5229	4466	3805	6449	6010	3626	5821	5230	4055	4652	5904	6148	6553	4146	3587	3651	6574	3284	7055	4629	5364	8051	5097	5068	5032
YKR095W	1218	1423	1133	998	1708	1623	620	1181	1150	1317	803	1079	1138	1735	788	1385	1997	618	1224	1037	916	1051	1415	1094	661	1203	2115	1420	1160	888	1478	1160	2270	1779	1285	1047	973	1171	1321	1022	1450	1297	985	783	2068	2365	762	1499	476	958	379	821	1072	819	667	372	806	935	657	768	460	1052	1581	975	818	1271	869	1125	1317	733	662	1376	948	515	744	438	944	512	649	423	694	856	1205	1142	952	552	444	1111	497	1271	639	775	2104	811	745	634
YKR095W-A	176	77	161	135	108	141	108	178	181	124	126	117	147	123	107	116	143	108	202	92	113	144	106	124	112	149	195	151	126	112	143	141	251	158	150	180	110	133	186	135	102	173	119	124	103	173	131	170	45	62	60	66	83	106	67	46	78	72	72	92	49	63	131	66	89	92	82	88	83	66	68	75	66	55	95	71	56	93	81	71	50	106	93	89	63	68	37	90	43	105	72	83	139	74	72	71
YKR096W	852	458	599	544	1265	759	442	732	630	657	541	586	668	608	469	550	835	571	797	437	544	622	600	556	510	691	879	608	586	472	650	525	1140	841	650	746	500	612	779	515	585	752	469	445	2259	1045	542	648	239	392	279	343	445	481	323	232	464	426	382	423	258	892	804	423	409	749	448	435	722	361	279	571	423	312	413	264	336	297	359	232	276	494	597	473	374	300	306	510	297	508	400	374	722	337	410	358
YKR097W	172	75	146	102	91	137	108	147	105	117	115	128	136	110	84	96	170	144	162	66	109	129	130	75	104	118	141	100	64	110	97	98	199	145	109	187	84	131	119	98	86	120	89	102	133	142	121	114	28	36	48	49	35	51	40	35	44	35	61	42	41	33	52	42	51	32	56	46	34	49	37	57	35	43	62	36	36	39	75	54	40	55	60	49	42	52	47	75	36	68	46	39	67	38	68	48
YKR098C	704	364	463	525	819	669	314	547	490	588	405	465	501	484	336	471	714	303	632	328	343	461	489	430	323	475	742	509	364	311	534	363	897	735	493	520	390	462	648	369	477	568	360	311	1103	966	401	513	182	304	180	217	374	450	271	138	301	306	264	283	221	580	444	313	248	413	320	309	403	223	304	470	294	240	259	296	259	197	226	195	180	357	441	259	266	265	185	336	250	362	253	258	507	235	285	243
YKR099W	229	145	218	156	277	260	161	203	220	187	144	191	235	218	131	155	274	179	232	124	155	167	168	179	175	181	267	244	171	192	206	193	389	248	184	228	142	187	217	173	184	195	160	125	376	329	171	240	71	147	53	172	155	119	105	89	93	115	124	163	79	157	293	156	158	256	117	202	263	157	78	176	149	69	178	90	120	124	119	74	130	82	152	198	125	81	101	207	53	225	102	168	296	142	130	126
YKR100C	696	386	549	487	637	528	430	613	578	518	424	475	541	542	365	439	657	390	675	343	410	480	453	441	365	592	717	545	536	453	535	439	876	669	552	606	364	533	616	477	474	582	430	390	543	777	423	605	186	318	229	285	355	391	271	189	351	335	321	366	218	378	591	331	325	512	379	405	545	350	303	391	310	251	377	313	279	335	301	234	261	392	485	419	310	269	207	388	219	488	328	337	606	314	333	312
YKR101W	178	134	101	104	173	154	74	135	131	149	106	117	102	162	103	108	217	78	147	76	93	128	140	123	61	151	166	130	106	64	112	98	226	194	145	91	92	120	134	93	116	151	110	101	182	182	96	129	42	72	33	56	87	111	58	38	96	83	57	74	50	111	117	62	61	96	60	81	96	69	60	123	60	50	53	79	58	47	42	38	45	83	114	76	61	71	40	73	53	81	62	61	136	66	66	50
YKR102W	129	59	98	61	153	92	97	116	106	75	108	87	107	101	69	69	97	128	101	70	92	66	63	85	105	92	107	132	66	85	74	100	170	108	108	97	58	122	96	85	99	84	62	67	254	154	97	113	51	64	67	78	92	84	67	68	54	61	95	86	61	149	137	66	79	187	68	86	143	93	53	87	97	61	71	37	55	45	120	87	80	94	68	85	71	41	90	129	44	122	55	80	151	108	80	69
YKR103W	50	56	60	46	71	45	29	68	57	51	23	47	48	59	48	72	97	20	56	44	30	48	45	35	33	63	59	39	44	44	34	37	92	58	42	35	33	56	55	55	60	61	50	36	62	70	37	61	20	59	15	41	49	53	45	25	37	31	29	45	20	46	87	57	52	68	49	57	70	42	32	55	49	23	58	38	46	30	20	28	44	53	49	48	34	38	17	64	32	77	35	44	112	50	28	37
YKR104W	49	32	38	28	35	33	29	42	61	32	30	31	32	68	43	40	73	24	52	44	38	45	38	47	21	51	53	47	50	44	44	43	63	37	43	35	33	50	46	52	68	39	49	33	32	59	29	75	6	31	13	29	37	29	15	20	17	21	17	21	16	11	56	33	43	40	26	36	34	37	23	25	38	13	35	34	29	31	20	10	18	22	26	48	21	19	9	32	14	46	23	42	61	32	14	22
YKR105C	80	31	53	43	73	54	32	79	57	55	46	43	40	42	39	29	62	56	69	44	35	42	44	45	37	51	56	39	67	41	62	50	79	65	49	71	52	69	70	49	55	66	42	35	182	80	59	38	16	34	28	38	45	51	27	23	41	37	50	45	34	87	68	30	53	80	32	40	81	41	30	47	35	26	41	26	36	41	45	24	22	50	40	42	27	30	25	45	14	41	34	34	66	42	30	38
YKR106W	76	51	62	47	88	75	55	89	57	61	62	65	64	58	48	61	106	46	80	46	56	81	59	52	36	74	75	67	56	44	67	53	102	78	55	75	47	74	76	61	64	59	45	43	119	83	53	81	27	25	20	18	30	32	25	15	40	27	32	25	19	56	55	26	23	45	29	16	40	20	18	30	35	23	20	23	20	12	20	20	20	37	44	27	16	19	28	29	25	33	21	24	45	25	29	27
